action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,192912,[],CHEMBL812553,Evaluated for affinity at 5-HT uptake site using [3H]paroxetine as radioligand in radioligand binding assay,B,,,BAO_0000192,BAO_0000357,single protein format,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,,,CHEMBL1128895,Bioorg Med Chem Lett,1995.0,"{'bei': '30.71', 'le': '0.58', 'lle': '6.78', 'sei': '25.46'}",CHEMBL490,PAROXETINE,CHEMBL490,10.11,1,http://www.openphacts.org/units/Nanomolar,132352,=,1,1,=,,Ki,nM,,0.077,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,0.077
,,199890,[],CHEMBL812553,Evaluated for affinity at 5-HT uptake site using [3H]paroxetine as radioligand in radioligand binding assay,B,,,BAO_0000192,BAO_0000357,single protein format,COc1cccc2c1CCC[C@H]2CN(C)CCc1ccc2ccoc2c1,,,CHEMBL1128895,Bioorg Med Chem Lett,1995.0,"{'bei': '24.10', 'le': '0.44', 'lle': '3.38', 'sei': '32.89'}",CHEMBL268258,,CHEMBL268258,8.42,0,http://www.openphacts.org/units/Nanomolar,132350,=,1,1,=,,Ki,nM,,3.77,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,3.77
,,218975,[],CHEMBL812553,Evaluated for affinity at 5-HT uptake site using [3H]paroxetine as radioligand in radioligand binding assay,B,,,BAO_0000192,BAO_0000357,single protein format,COc1cccc2c1CCC[C@@H]2CN(C)CCc1ccc2ccoc2c1,,,CHEMBL1128895,Bioorg Med Chem Lett,1995.0,"{'bei': '20.13', 'le': '0.37', 'lle': '2.00', 'sei': '27.47'}",CHEMBL75342,,CHEMBL75342,7.04,0,http://www.openphacts.org/units/Nanomolar,132351,=,1,1,=,,Ki,nM,,92.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,92.0
,,228141,[],CHEMBL808865,Inhibition of [3H]-5-HT uptake evaluated at the Serotonin transporter,B,,,BAO_0000192,BAO_0000357,single protein format,c1ccc(CC(c2ccccc2)c2ccncc2)cc1,,,CHEMBL1136563,Bioorg Med Chem Lett,2003.0,"{'bei': '23.29', 'le': '0.41', 'lle': '1.58', 'sei': '46.87'}",CHEMBL342055,,CHEMBL342055,6.04,0,http://www.openphacts.org/units/Nanomolar,290042,=,1,1,=,,Ki,nM,,910.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,uM,UO_0000065,,0.91
,,228145,[],CHEMBL808865,Inhibition of [3H]-5-HT uptake evaluated at the Serotonin transporter,B,,,BAO_0000192,BAO_0000357,single protein format,c1ccc(Cc2ccncc2)cc1,,,CHEMBL1136563,Bioorg Med Chem Lett,2003.0,,CHEMBL357322,,CHEMBL357322,,0,http://www.openphacts.org/units/Nanomolar,290039,>,1,1,>,,Ki,nM,,10000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,uM,UO_0000065,,10.0
,,234411,[],CHEMBL808865,Inhibition of [3H]-5-HT uptake evaluated at the Serotonin transporter,B,,,BAO_0000192,BAO_0000357,single protein format,c1ccc(C(c2ccccc2)c2ccccn2)cc1,,,CHEMBL1136563,Bioorg Med Chem Lett,2003.0,"{'bei': '18.16', 'le': '0.32', 'lle': '0.20', 'sei': '34.57'}",CHEMBL347772,,CHEMBL347772,4.46,0,http://www.openphacts.org/units/Nanomolar,290043,=,1,1,=,,Ki,nM,,35000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,uM,UO_0000065,,35.0
,,239727,[],CHEMBL808865,Inhibition of [3H]-5-HT uptake evaluated at the Serotonin transporter,B,,,BAO_0000192,BAO_0000357,single protein format,c1ccc(C(c2ccccc2)c2ccncc2)cc1,,,CHEMBL1136563,Bioorg Med Chem Lett,2003.0,"{'bei': '24.20', 'le': '0.43', 'lle': '1.68', 'sei': '46.05'}",CHEMBL150045,,CHEMBL150045,5.94,0,http://www.openphacts.org/units/Nanomolar,290038,=,1,1,=,,Ki,nM,,1160.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,uM,UO_0000065,,1.16
,,239731,[],CHEMBL808865,Inhibition of [3H]-5-HT uptake evaluated at the Serotonin transporter,B,,,BAO_0000192,BAO_0000357,single protein format,c1ccc(C(c2ccccc2)c2cccnc2)cc1,,,CHEMBL1136563,Bioorg Med Chem Lett,2003.0,"{'bei': '19.97', 'le': '0.35', 'lle': '0.64', 'sei': '38.01'}",CHEMBL149246,,CHEMBL149246,4.90,0,http://www.openphacts.org/units/Nanomolar,290044,=,1,1,=,,Ki,nM,,12600.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,uM,UO_0000065,,12.6
,,256061,[],CHEMBL808865,Inhibition of [3H]-5-HT uptake evaluated at the Serotonin transporter,B,,,BAO_0000192,BAO_0000357,single protein format,c1ccc2c(-c3ccncc3)c3ccccc3cc2c1,,,CHEMBL1136563,Bioorg Med Chem Lett,2003.0,,CHEMBL357312,,CHEMBL357312,,0,http://www.openphacts.org/units/Nanomolar,290041,>,1,1,>,,Ki,nM,,10000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,uM,UO_0000065,,10.0
,,258799,[],CHEMBL808865,Inhibition of [3H]-5-HT uptake evaluated at the Serotonin transporter,B,,,BAO_0000192,BAO_0000357,single protein format,c1cncc(-c2c3ccccc3cc3ccccc23)c1,,,CHEMBL1136563,Bioorg Med Chem Lett,2003.0,,CHEMBL149878,,CHEMBL149878,,0,http://www.openphacts.org/units/Nanomolar,290040,>,1,1,>,,Ki,nM,,10000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,uM,UO_0000065,,10.0
,,264084,[],CHEMBL808865,Inhibition of [3H]-5-HT uptake evaluated at the Serotonin transporter,B,,,BAO_0000192,BAO_0000357,single protein format,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,,,CHEMBL1136563,Bioorg Med Chem Lett,2003.0,"{'bei': '22.45', 'le': '0.42', 'lle': '4.94', 'sei': '12.19'}",CHEMBL370805,COCAINE,CHEMBL370805,6.81,0,http://www.openphacts.org/units/Nanomolar,290045,=,1,1,=,,Ki,nM,,155.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,uM,UO_0000065,,0.155
,,391048,[],CHEMBL805347,Displacement of [125I]RT155 binding in HEK cells expressing human SERT,B,,,BAO_0000192,BAO_0000219,cell-based format,COC(=O)C1C(c2ccc(O)c(O)c2)CC2CCC1N2C,,,CHEMBL1136450,Bioorg Med Chem Lett,2003.0,"{'bei': '17.16', 'le': '0.33', 'lle': '3.16', 'sei': '7.14'}",CHEMBL132683,,CHEMBL132683,5.00,0,http://www.openphacts.org/units/Nanomolar,254386,=,1,1,=,,Ki,nM,,10000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,10000.0
,,391568,[],CHEMBL805346,Displacement of [125I]- RTI-55 from Serotonin transporter expressed in HEK cells,B,,,BAO_0000192,BAO_0000219,cell-based format,Cl.OC1(c2ccc3c(c2)OCO3)c2ccccc2C2=NCCCN21,,,CHEMBL1135775,J Med Chem,2002.0,"{'bei': '24.62', 'le': '0.45', 'lle': '5.52', 'sei': '13.98'}",CHEMBL544370,,CHEMBL1193030,7.59,0,http://www.openphacts.org/units/Nanomolar,253122,=,1,1,=,,Ki,nM,,25.6,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,25.6
,,392726,[],CHEMBL872702,Binding affinity for serotonin transporter using [125I]RTI-55,B,,,BAO_0000192,BAO_0000357,single protein format,CN(CCOC(c1ccccc1)c1ccccc1)C1CCN(CCCc2ccccc2)CC1,,,CHEMBL1133662,J Med Chem,2000.0,"{'bei': '13.22', 'le': '0.24', 'lle': '0.03', 'sei': '37.26'}",CHEMBL417049,,CHEMBL417049,5.85,0,http://www.openphacts.org/units/Nanomolar,117060,=,1,1,=,,Ki,nM,,1400.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,uM,UO_0000065,,1.4
,,392736,[],CHEMBL872702,Binding affinity for serotonin transporter using [125I]RTI-55,B,,,BAO_0000192,BAO_0000357,single protein format,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,,,CHEMBL1133662,J Med Chem,2000.0,"{'bei': '13.70', 'le': '0.25', 'lle': '0.64', 'sei': '36.15'}",CHEMBL26320,,CHEMBL26320,5.68,0,http://www.openphacts.org/units/Nanomolar,117058,=,1,1,=,,Ki,nM,,2090.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,uM,UO_0000065,,2.09
,,392898,[],CHEMBL805346,Displacement of [125I]- RTI-55 from Serotonin transporter expressed in HEK cells,B,,,BAO_0000192,BAO_0000219,cell-based format,OC1(c2ccc(Cl)cc2)c2cccc(F)c2C2=NCCN21,,,CHEMBL1135775,J Med Chem,2002.0,"{'bei': '24.51', 'le': '0.48', 'lle': '4.67', 'sei': '20.71'}",CHEMBL336100,,CHEMBL336100,7.42,0,http://www.openphacts.org/units/Nanomolar,253131,=,1,1,=,,Ki,nM,,38.1,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,38.1
,,393943,[],CHEMBL805346,Displacement of [125I]- RTI-55 from Serotonin transporter expressed in HEK cells,B,,,BAO_0000192,BAO_0000219,cell-based format,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,,,CHEMBL1135775,J Med Chem,2002.0,"{'bei': '25.64', 'le': '0.50', 'lle': '4.69', 'sei': '20.38'}",CHEMBL781,MAZINDOL,CHEMBL781,7.30,0,http://www.openphacts.org/units/Nanomolar,253128,=,1,1,=,,Ki,nM,,50.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,50.0
,,394754,[],CHEMBL805347,Displacement of [125I]RT155 binding in HEK cells expressing human SERT,B,,,BAO_0000192,BAO_0000219,cell-based format,COC(=O)C1C(c2ccc(C(C)=O)c(C(C)=O)c2)CC2CCC1N2C,,,CHEMBL1136450,Bioorg Med Chem Lett,2003.0,"{'bei': '17.92', 'le': '0.34', 'lle': '3.32', 'sei': '9.66'}",CHEMBL133070,,CHEMBL133070,6.15,0,http://www.openphacts.org/units/Nanomolar,254384,=,1,1,=,,Ki,nM,,704.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,704.0
,,396560,[],CHEMBL872702,Binding affinity for serotonin transporter using [125I]RTI-55,B,,,BAO_0000192,BAO_0000357,single protein format,Fc1ccc(CCNC2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,,,CHEMBL1133662,J Med Chem,2000.0,"{'bei': '15.39', 'le': '0.28', 'lle': '1.43', 'sei': '27.17'}",CHEMBL67024,,CHEMBL67024,6.66,0,http://www.openphacts.org/units/Nanomolar,117062,=,1,1,=,,Ki,nM,,220.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,uM,UO_0000065,,0.22
,,396689,[],CHEMBL805346,Displacement of [125I]- RTI-55 from Serotonin transporter expressed in HEK cells,B,,,BAO_0000192,BAO_0000219,cell-based format,Oc1ccc(C2(O)c3ccccc3C3=NCCCN32)cc1,,,CHEMBL1135775,J Med Chem,2002.0,"{'bei': '25.38', 'le': '0.46', 'lle': '5.06', 'sei': '12.69'}",CHEMBL130668,,CHEMBL130668,7.11,0,http://www.openphacts.org/units/Nanomolar,253100,=,1,1,=,,Ki,nM,,77.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,77.0
,,397771,[],CHEMBL872702,Binding affinity for serotonin transporter using [125I]RTI-55,B,,,BAO_0000192,BAO_0000357,single protein format,CN(CCCc1ccccc1)C1CCN(CCOC(c2ccccc2)c2ccccc2)CC1,,,CHEMBL1133662,J Med Chem,2000.0,"{'bei': '15.95', 'le': '0.29', 'lle': '1.24', 'sei': '44.94'}",CHEMBL443797,,CHEMBL443797,7.06,0,http://www.openphacts.org/units/Nanomolar,117061,=,1,1,=,,Ki,nM,,87.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,uM,UO_0000065,,0.087
,,398598,[],CHEMBL805347,Displacement of [125I]RT155 binding in HEK cells expressing human SERT,B,,,BAO_0000192,BAO_0000219,cell-based format,COC(=O)C1=C(c2ccc(C(C)=O)c(C(C)=O)c2)CC2CCC1N2C,,,CHEMBL1136450,Bioorg Med Chem Lett,2003.0,,CHEMBL335165,,CHEMBL335165,,0,http://www.openphacts.org/units/Nanomolar,254383,>,1,1,>,,Ki,nM,,10000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,10000.0
,,401355,[],CHEMBL805347,Displacement of [125I]RT155 binding in HEK cells expressing human SERT,B,,,BAO_0000192,BAO_0000219,cell-based format,COC(=O)C1=C(c2ccc(O)c(O)c2)CC2CCC1N2C,,,CHEMBL1136450,Bioorg Med Chem Lett,2003.0,,CHEMBL132614,,CHEMBL132614,,0,http://www.openphacts.org/units/Nanomolar,254387,>,1,1,>,,Ki,nM,,10000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,10000.0
,,403100,[],CHEMBL872702,Binding affinity for serotonin transporter using [125I]RTI-55,B,,,BAO_0000192,BAO_0000357,single protein format,c1ccc(CCCNC2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,,,CHEMBL1133662,J Med Chem,2000.0,"{'bei': '16.94', 'le': '0.31', 'lle': '1.78', 'sei': '29.63'}",CHEMBL421867,,CHEMBL421867,7.26,0,http://www.openphacts.org/units/Nanomolar,117056,=,1,1,=,,Ki,nM,,55.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,uM,UO_0000065,,0.055
,,403250,[],CHEMBL805346,Displacement of [125I]- RTI-55 from Serotonin transporter expressed in HEK cells,B,,,BAO_0000192,BAO_0000219,cell-based format,COc1cccc2c1C1=NCCN1C2(O)c1ccc(Cl)cc1,,,CHEMBL1135775,J Med Chem,2002.0,"{'bei': '19.25', 'le': '0.38', 'lle': '3.44', 'sei': '13.45'}",CHEMBL336940,,CHEMBL336940,6.06,0,http://www.openphacts.org/units/Nanomolar,253108,=,1,1,=,,Ki,nM,,870.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,870.0
,,404688,[],CHEMBL872702,Binding affinity for serotonin transporter using [125I]RTI-55,B,,,BAO_0000192,BAO_0000357,single protein format,Fc1ccc(CCN2CCCC(CNCCOC(c3ccccc3)c3ccccc3)C2)cc1,,,CHEMBL1133662,J Med Chem,2000.0,"{'bei': '14.46', 'le': '0.27', 'lle': '0.98', 'sei': '26.35'}",CHEMBL66112,,CHEMBL66112,6.46,0,http://www.openphacts.org/units/Nanomolar,117065,=,1,1,=,,Ki,nM,,350.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,uM,UO_0000065,,0.35
,,404819,[],CHEMBL805346,Displacement of [125I]- RTI-55 from Serotonin transporter expressed in HEK cells,B,,,BAO_0000192,BAO_0000219,cell-based format,COc1ccc(C2(O)c3ccccc3C3=NCCCN32)cc1,,,CHEMBL1135775,J Med Chem,2002.0,"{'bei': '24.64', 'le': '0.45', 'lle': '4.90', 'sei': '16.10'}",CHEMBL133043,,CHEMBL133043,7.25,0,http://www.openphacts.org/units/Nanomolar,253098,=,1,1,=,,Ki,nM,,55.9,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,55.9
,,405988,[],CHEMBL805346,Displacement of [125I]- RTI-55 from Serotonin transporter expressed in HEK cells,B,,,BAO_0000192,BAO_0000219,cell-based format,OC1(c2ccccc2)c2ccccc2C2=NCCN21,,,CHEMBL1135775,J Med Chem,2002.0,"{'bei': '22.99', 'le': '0.41', 'lle': '3.79', 'sei': '16.06'}",CHEMBL133902,,CHEMBL133902,5.75,0,http://www.openphacts.org/units/Nanomolar,253116,=,1,1,=,,Ki,nM,,1760.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,1760.0
,,409465,[],CHEMBL872702,Binding affinity for serotonin transporter using [125I]RTI-55,B,,,BAO_0000192,BAO_0000357,single protein format,c1ccc(CN2CCC(NCCOC(c3ccccc3)c3ccccc3)CC2)cc1,,,CHEMBL1133662,J Med Chem,2000.0,"{'bei': '14.14', 'le': '0.26', 'lle': '0.62', 'sei': '23.12'}",CHEMBL63703,,CHEMBL63703,5.67,0,http://www.openphacts.org/units/Nanomolar,117059,=,1,1,=,,Ki,nM,,2160.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,uM,UO_0000065,,2.16
,,411314,[],CHEMBL808863,Binding affinity towards Serotonin transporter using [3H]paroxetine as radioligand,B,,,BAO_0000192,BAO_0000357,single protein format,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,,,CHEMBL1148436,Bioorg Med Chem Lett,2004.0,"{'bei': '18.74', 'le': '0.33', 'lle': '0.69', 'sei': '166.27'}",CHEMBL516,CYPROHEPTADINE,CHEMBL516,5.39,0,http://www.openphacts.org/units/Nanomolar,131541,=,1,1,=,,Ki,nM,,4100.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,4100.0
,,414938,[],CHEMBL808863,Binding affinity towards Serotonin transporter using [3H]paroxetine as radioligand,B,,,BAO_0000192,BAO_0000357,single protein format,CN(C)CCCN1c2ccccc2CCc2ccccc21,,,CHEMBL1148436,Bioorg Med Chem Lett,2004.0,"{'bei': '29.60', 'le': '0.54', 'lle': '4.42', 'sei': '128.10'}",CHEMBL11,IMIPRAMINE,CHEMBL11,8.30,0,http://www.openphacts.org/units/Nanomolar,131540,=,1,1,=,,Ki,nM,,5.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,5.0
,,415617,[],CHEMBL872702,Binding affinity for serotonin transporter using [125I]RTI-55,B,,,BAO_0000192,BAO_0000357,single protein format,c1ccc(CCCN2CCCC(CNCCOC(c3ccccc3)c3ccccc3)C2)cc1,,,CHEMBL1133662,J Med Chem,2000.0,"{'bei': '15.09', 'le': '0.28', 'lle': '0.95', 'sei': '27.26'}",CHEMBL67203,,CHEMBL67203,6.68,0,http://www.openphacts.org/units/Nanomolar,117066,=,1,1,=,,Ki,nM,,210.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,uM,UO_0000065,,0.21
,,418506,[],CHEMBL808863,Binding affinity towards Serotonin transporter using [3H]paroxetine as radioligand,B,,,BAO_0000192,BAO_0000357,single protein format,c1ccc2c(c1)Cc1ccccc1C21CCNC1,,,CHEMBL1148436,Bioorg Med Chem Lett,2004.0,"{'bei': '22.98', 'le': '0.41', 'lle': '2.54', 'sei': '44.96'}",CHEMBL307956,,CHEMBL307956,5.41,0,http://www.openphacts.org/units/Nanomolar,131537,=,1,1,=,,Ki,nM,,3900.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,3900.0
,,421386,[],CHEMBL805347,Displacement of [125I]RT155 binding in HEK cells expressing human SERT,B,,,BAO_0000192,BAO_0000219,cell-based format,NCCc1ccc(O)c(O)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1136450,Bioorg Med Chem Lett,2003.0,,CHEMBL59,DOPAMINE,CHEMBL59,,0,http://www.openphacts.org/units/Nanomolar,254390,>,1,1,>,,Ki,nM,,1100000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,uM,UO_0000065,,1100.0
,,422041,[],CHEMBL805346,Displacement of [125I]- RTI-55 from Serotonin transporter expressed in HEK cells,B,,,BAO_0000192,BAO_0000219,cell-based format,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCCN21,,,CHEMBL1135775,J Med Chem,2002.0,"{'bei': '24.80', 'le': '0.48', 'lle': '4.41', 'sei': '20.68'}",CHEMBL130477,,CHEMBL130477,7.41,1,http://www.openphacts.org/units/Nanomolar,253094,=,1,1,=,,Ki,nM,,39.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,39.0
